Transaction_ID,SA_ID_Number,First_Name,Last_Name,Gender,DOB,Employment_Status,Annual_Income_ZAR,Monthly_Expenses_ZAR,Credit_Score,Loan_Amount_ZAR,Loan_Term_Months,Existing_Debt_ZAR,Province,Risk_Rating
a7368db1,6211263608083,Nomvula,Viljoen,Female,1962-11-26,Unemployed,445396.22,9059.95,679,402292,24,146613.03,Northern Cape,Medium
5d23389b,0511151287089,Amogelang,Khoza,Female,2005-11-15,Contractor,242380.63,5882.5,467,208577,12,74319.55,Eastern Cape,High
3f18e18f,9303160750081,Naledi,Gumede,Female,1993-03-16,Unemployed,251982.88,7757.43,487,76502,24,60011.19,North West,High
2e2f765b,9503066763084,Siyabonga,Khoza,Male,1995-03-06,Contractor,753793.53,25388.81,795,325176,48,139096.31,KwaZulu-Natal,Low
faaada4b,6104269877085,Andile,Sebele,Male,1961-04-26,Student,432914.97,25247.04,317,340887,60,140787.12,Free State,High
73cc369d,9909098118081,Dawid,Mofokeng,Male,1999-09-09,Student,111806.26,5478.17,544,434561,12,16209.55,Limpopo,Medium
853f5746,7206201503082,Liezel,Louw,Female,1972-06-20,Self-Employed,556406.33,18981.78,842,171344,48,100313.69,Northern Cape,Low
114d9d94,6510020948089,Anika,Khoza,Female,1965-10-02,Self-Employed,256091.8,9498.64,735,358431,48,20250.48,Mpumalanga,Low
e66b013d,6411078413086,Bongani,Pretorius,Male,1964-11-07,Employed,320351.59,13122.74,816,54118,12,132903.54,KwaZulu-Natal,Low
8c77ff20,0103065374082,Lubabalo,Tau,Male,2001-03-06,Unemployed,323436.44,10527.4,709,356462,60,63148.92,Eastern Cape,Medium
c47efd93,8704060939083,Puleng,Tau,Female,1987-04-06,Self-Employed,751041.91,21189.92,557,103205,24,86164.93,Mpumalanga,Medium
2e8285ce,7310288806084,Lubabalo,Dlamini,Male,1973-10-28,Student,648389.3,34686.86,587,264918,60,75270.58,Limpopo,Medium
6f99dac9,6405255517083,Jabulani,Pretorius,Male,1964-05-25,Student,402356.23,10248.49,632,117188,48,38711.56,Western Cape,Medium
f65a674f,7002249782082,Jabulani,Venter,Male,1970-02-24,Contractor,217698.25,5940.84,426,256349,48,62751.38,Limpopo,High
dcac06ad,6011167431087,Jabulani,Sebele,Male,1960-11-16,Student,872256.75,17182.31,564,380024,12,82498.63,North West,Medium
9185fc88,6706197196081,Kabelo,Pretorius,Male,1967-06-19,Self-Employed,617324.74,15571.78,410,51645,48,3875.38,Free State,High
065ef726,9707192485088,Anika,Botha,Female,1997-07-19,Self-Employed,114003.29,4460.82,810,294777,12,111036.59,Mpumalanga,Low
ab8dd946,8406141578087,Keitumetse,Tau,Female,1984-06-14,Student,165565.42,8454.31,462,257588,12,18646.44,Eastern Cape,High
1987bb43,7709108047082,Lubabalo,Venter,Male,1977-09-10,Contractor,330813.74,7583.83,762,352484,48,51608.93,Mpumalanga,Low
50b75595,9608069773089,Zolani,Moyo,Male,1996-08-06,Self-Employed,670911.09,17185.86,726,307627,36,80715.75,North West,Low
ca0056d9,9109036275089,Pieter,Erasmus,Male,1991-09-03,Employed,189770.94,7721.35,541,28799,48,8759.92,Eastern Cape,Medium
d53bc44f,6201229682081,Zolani,Mabaso,Male,1962-01-22,Unemployed,532683.0,21005.8,585,485253,60,149943.32,Free State,Medium
62690db7,0209223420083,Amogelang,Botha,Female,2002-09-22,Self-Employed,464091.11,22450.49,527,223859,12,100093.16,Northern Cape,Medium
a93ef90f,9302205279086,Dawid,Venter,Male,1993-02-20,Self-Employed,202425.71,5319.5,306,426056,12,143651.83,KwaZulu-Natal,High
9f8b93b7,6302252111086,Buhle,Zwane,Female,1963-02-25,Self-Employed,92167.23,2126.53,400,103837,36,36446.5,Limpopo,High
50eb444e,6801154204089,Keitumetse,Khoza,Female,1968-01-15,Unemployed,423575.15,7957.2,615,21785,48,75748.15,KwaZulu-Natal,Medium
f1e2811b,8612215092081,Sipho,Lekota,Male,1986-12-21,Unemployed,476378.95,20209.67,528,230195,60,67145.22,North West,Medium
424b197a,9306264691080,Puleng,Erasmus,Female,1993-06-26,Employed,605138.09,14879.53,438,442460,12,81294.76,North West,High
a682e01b,8008126084088,Thabo,Khoza,Male,1980-08-12,Contractor,269985.58,9699.26,548,110651,48,79190.42,Gauteng,Medium
60beaddf,6506266493086,Siyabonga,de Klerk,Male,1965-06-26,Unemployed,410719.59,16312.63,465,209143,12,147777.65,Limpopo,High
ec0e8610,7502075797082,Bongani,Botha,Male,1975-02-07,Unemployed,168891.08,9781.99,542,413846,24,47270.98,Gauteng,Medium
6a762212,8203066994086,Dawid,Botha,Male,1982-03-06,Unemployed,309895.64,16623.57,583,491921,12,90698.33,Eastern Cape,Medium
d7bb6364,8704207609089,Andile,Lekota,Male,1987-04-20,Student,378570.52,9308.75,823,269941,36,99413.26,Eastern Cape,Low
5ca8bdb8,7412245944080,Zolani,Viljoen,Male,1974-12-24,Employed,521799.33,23645.73,716,110454,36,77787.76,Free State,Medium
944d91b9,8510079097084,Dawid,Mokoena,Male,1985-10-07,Self-Employed,608153.2,27502.83,312,249730,24,64897.23,North West,High
1f415f11,0307205920085,Kabelo,Lekota,Male,2003-07-20,Self-Employed,552375.61,13899.97,390,194951,24,14081.46,North West,High
439c09f3,6310232496086,Mieke,Mabaso,Female,1963-10-23,Contractor,348998.98,15337.16,810,30632,12,88363.22,Free State,Low
778a6c0d,9807011324088,Busisiwe,Mabaso,Female,1998-07-01,Self-Employed,401864.74,16826.76,729,260747,12,92737.66,North West,Low
4b3cd0fe,7909109217086,Lubabalo,Louw,Male,1979-09-10,Contractor,219841.89,5342.21,736,73914,24,78155.36,Mpumalanga,Low
9e3b50cb,0207267025089,Johannes,Modise,Male,2002-07-26,Unemployed,291433.23,5660.13,544,168576,48,56907.8,Free State,Medium
1bffe3a9,9301105423083,Siyabonga,Cele,Male,1993-01-10,Self-Employed,628915.25,21607.46,322,374106,60,3414.19,KwaZulu-Natal,High
3641fd0a,8310211243081,Lerato,van Wyk,Female,1983-10-21,Student,830483.42,33746.65,526,180885,24,149926.32,North West,Medium
a45335fb,9906056637084,Jabulani,Ndlovu,Male,1999-06-05,Student,348107.36,14994.81,708,71684,48,136748.9,North West,Medium
b5a541c7,6502078869083,Johannes,Tau,Male,1965-02-07,Employed,260809.14,8264.6,505,427170,36,117868.75,Limpopo,Medium
172d1a5e,7707168308086,Tiaan,Lekota,Male,1977-07-16,Contractor,485430.32,23048.89,668,335570,24,92555.73,Eastern Cape,Medium
d95d3b8b,6510060205088,Liezel,Viljoen,Female,1965-10-06,Contractor,223410.47,9393.7,343,13467,48,24510.89,KwaZulu-Natal,High
9cb0d974,8702237354085,Siyabonga,Mofokeng,Male,1987-02-23,Student,289517.68,6761.55,522,294869,48,134172.6,Eastern Cape,Medium
c26e8861,7410143763080,Naledi,Lekota,Female,1974-10-14,Contractor,135129.86,3817.68,757,42549,24,107367.66,Limpopo,Low
45b56943,8106037389081,Lubabalo,Botha,Male,1981-06-03,Employed,500386.89,21261.87,321,323746,24,95019.56,KwaZulu-Natal,High
ed42f1e7,9511237125089,Zolani,Erasmus,Male,1995-11-23,Contractor,253834.96,9909.47,770,458922,48,35955.93,Eastern Cape,Low
85fd063e,0503244130082,Busisiwe,Sebele,Female,2005-03-24,Student,386734.89,13372.96,338,475294,36,101850.57,Northern Cape,High
820a4401,8011251742082,Amogelang,Gumede,Female,1980-11-25,Employed,239835.46,10368.76,592,268793,60,80934.96,Mpumalanga,Medium
f5896033,0210148419086,Dawid,Gumede,Male,2002-10-14,Student,764956.52,27304.0,310,309546,24,41879.46,Northern Cape,High
910c5046,7707036463086,Lubabalo,Ndlovu,Male,1977-07-03,Unemployed,402628.26,7538.11,734,226140,24,40644.02,Mpumalanga,Low
36d65af0,0009033929080,Nomvula,Erasmus,Female,2000-09-03,Unemployed,494215.3,25350.59,843,309288,36,23704.14,Mpumalanga,Low
b28773b3,6310038964082,Andile,Zwane,Male,1963-10-03,Contractor,365572.84,10494.96,611,284408,36,21631.59,Free State,Medium
f0a7432d,0506023405084,Zinhle,Pretorius,Female,2005-06-02,Unemployed,695036.46,40384.11,558,329803,48,26574.91,Western Cape,Medium
8132d065,0503187743087,Sipho,Viljoen,Male,2005-03-18,Student,259979.24,13021.66,350,436903,36,35388.22,Limpopo,High
6040d1c5,9104141880080,Amogelang,Mofokeng,Female,1991-04-14,Employed,256308.03,6617.04,656,239082,12,70569.77,Free State,Medium
45f4dba1,0305117863081,Lubabalo,Cele,Male,2003-05-11,Employed,551096.21,11253.7,501,53897,48,27245.78,Northern Cape,Medium
69fee5f1,7409121280089,Puleng,Gumede,Female,1974-09-12,Employed,277689.24,9728.21,618,195628,60,110099.51,Gauteng,Medium
ad33e234,6612254436080,Naledi,Gumede,Female,1966-12-25,Self-Employed,354619.84,16457.07,438,445736,36,118304.25,KwaZulu-Natal,High
2ff7de6d,8801145721082,Tiaan,Gumede,Male,1988-01-14,Contractor,281462.42,14033.7,791,161334,12,11044.3,Western Cape,Low
11bef50a,7301033873088,Busisiwe,Pretorius,Female,1973-01-03,Employed,151739.14,5212.94,469,369064,60,93653.75,Mpumalanga,High
3a749cf0,6104051652081,Amogelang,Mokoena,Female,1961-04-05,Unemployed,797762.92,42888.14,785,42819,12,50928.64,North West,Low
c654b901,8102149293083,Bongani,Khoza,Male,1981-02-14,Student,258271.07,13381.19,401,313679,36,96817.17,Eastern Cape,High
0d72906b,9201181971086,Keitumetse,Lekota,Female,1992-01-18,Unemployed,444706.56,24590.55,348,390709,60,149557.28,Mpumalanga,High
796d0812,0103161239082,Liezel,Dlamini,Female,2001-03-16,Student,373093.22,19536.87,455,113585,60,98518.83,Limpopo,High
95e16b86,9308116006084,Andile,van Wyk,Male,1993-08-11,Employed,233047.48,9506.24,529,271280,24,123765.49,Northern Cape,Medium
57cece7b,8012180671089,Mieke,Mabaso,Female,1980-12-18,Employed,541019.86,21982.91,804,62253,36,79700.04,Western Cape,Low
c36c338a,6303060803088,Mieke,Sebele,Female,1963-03-06,Unemployed,345540.19,14254.83,325,189680,12,45666.01,North West,High
6eaabaf0,6712112312086,Naledi,Ndlovu,Female,1967-12-11,Employed,137527.96,2804.27,364,179741,48,120171.65,Free State,High
a31dc9b6,8506268461081,Lubabalo,de Klerk,Male,1985-06-26,Self-Employed,311041.32,12415.86,550,288908,36,73792.96,KwaZulu-Natal,Medium
1ad8ebad,8712084449089,Buhle,Khoza,Female,1987-12-08,Contractor,431544.0,18684.15,778,255948,12,85370.94,Mpumalanga,Low
11597a0e,6305048415083,Tiaan,Lekota,Male,1963-05-04,Contractor,826471.67,38440.53,400,138173,12,139756.96,Northern Cape,High
bee49924,7310288830084,Siyabonga,Dlamini,Male,1973-10-28,Employed,435119.84,17132.0,507,352319,48,14813.86,Gauteng,Medium
9809bcf3,0005168463086,Lubabalo,van Wyk,Male,2000-05-16,Employed,438995.45,20061.08,405,465607,60,115405.61,North West,High
7bcf8c81,9305174339089,Keitumetse,Mokoena,Female,1993-05-17,Student,252198.23,13650.94,669,494611,24,66393.36,KwaZulu-Natal,Medium
04d37917,0506089142085,Thabo,Mokoena,Male,2005-06-08,Unemployed,610557.07,26139.44,521,160597,24,148498.95,Eastern Cape,Medium
a00c3952,7610248624083,Johannes,Viljoen,Male,1976-10-24,Student,282871.71,11113.28,600,135028,48,62028.62,Gauteng,Medium
b0e0ae22,0304255307080,Dawid,Cele,Male,2003-04-25,Employed,236964.31,12064.28,512,287814,36,136493.26,Free State,Medium
e9e4ffbe,9109149690081,Siyabonga,Cele,Male,1991-09-14,Self-Employed,372278.52,15223.46,586,311845,48,81298.17,Limpopo,Medium
d36b8e87,8401271004081,Mieke,Tau,Female,1984-01-27,Unemployed,479154.35,21400.18,765,84492,12,45734.37,North West,Low
5b14d034,8305261656083,Puleng,Modise,Female,1983-05-26,Self-Employed,507253.69,20118.58,394,147638,48,5102.28,Limpopo,High
85ff82ba,9410172931085,Anika,Viljoen,Female,1994-10-17,Employed,579802.97,21778.67,634,29879,36,65520.61,Mpumalanga,Medium
b694d954,9106072001088,Zinhle,Khoza,Female,1991-06-07,Student,242464.46,6366.97,689,357290,12,33047.4,Mpumalanga,Medium
a42dc6b7,8703087278088,Zolani,Mabaso,Male,1987-03-08,Student,391013.44,9548.71,646,158253,36,145362.4,Limpopo,Medium
5262cbde,7901051693088,Zanele,Dlamini,Female,1979-01-05,Self-Employed,213697.33,7382.46,538,76752,36,40430.18,North West,Medium
8e8a89dd,7110275901081,Siyabonga,Gumede,Male,1971-10-27,Contractor,292950.42,7673.92,743,495677,12,107714.58,KwaZulu-Natal,Low
fb6ffd1b,0407194555085,Lerato,Ndlovu,Female,2004-07-19,Self-Employed,576904.1,10560.74,793,330501,24,124546.56,Free State,Low
25b163bd,7608249632087,Lubabalo,de Klerk,Male,1976-08-24,Student,625710.48,24417.47,614,236416,24,15462.08,Northern Cape,Medium
dd99e3e8,7812035745081,Tiaan,Khoza,Male,1978-12-03,Employed,159374.12,4457.87,664,347017,24,1685.53,North West,Medium
b5eca7e3,8003066550081,Bongani,Venter,Male,1980-03-06,Self-Employed,249430.91,13026.37,370,491042,12,95572.44,Northern Cape,High
30272302,6010016608087,Pieter,Gumede,Male,1960-10-01,Unemployed,690093.83,28489.69,787,202034,36,64996.86,North West,Low
c2fb00a1,7908017672086,Lubabalo,Tau,Male,1979-08-01,Employed,202436.91,8481.7,370,115684,60,57953.17,Western Cape,High
261443d0,6205110942084,Puleng,Venter,Female,1962-05-11,Contractor,242650.56,5498.08,312,19242,36,18688.04,Western Cape,High
65d02a05,8211109176081,Johannes,Mokoena,Male,1982-11-10,Employed,262810.43,7640.85,653,110697,48,117265.23,Eastern Cape,Medium
130448a1,8009165919083,Johannes,Modise,Male,1980-09-16,Contractor,346077.97,9413.78,393,147808,48,123111.21,KwaZulu-Natal,High
9caed26c,7404142679084,Zanele,Zwane,Female,1974-04-14,Student,271638.55,10917.96,733,427709,12,89190.78,Northern Cape,Low
73d71d9d,8401037710087,Jabulani,Moyo,Male,1984-01-03,Student,395878.4,14339.44,764,477825,24,88755.71,North West,Low
aa322442,0006132285089,Zanele,Mofokeng,Female,2000-06-13,Contractor,322727.02,14870.0,698,134905,24,524.22,Gauteng,Medium
e6be336e,7311259324088,Bongani,Ndlovu,Male,1973-11-25,Student,613738.84,17402.66,621,486641,12,122183.84,Western Cape,Medium
251a1ed0,6103218152082,Dawid,Mokoena,Male,1961-03-21,Self-Employed,356873.04,20266.74,760,284693,12,30489.79,Eastern Cape,Low
87c31eee,9907179660085,Thabo,Dlamini,Male,1999-07-17,Employed,411831.86,20417.57,343,480190,48,83397.04,Limpopo,High
7852f097,6411250433086,Amogelang,de Klerk,Female,1964-11-25,Unemployed,768333.08,23456.79,567,382112,24,31345.01,Gauteng,Medium
b97d21e4,7409125920082,Siyabonga,Mabaso,Male,1974-09-12,Unemployed,427777.35,14453.85,798,122951,48,75134.51,Northern Cape,Low
f3aab795,6404138664080,Dawid,Zwane,Male,1964-04-13,Self-Employed,401749.42,21917.13,722,219749,12,114635.74,Northern Cape,Low
277bdfe0,8612223633086,Nomvula,Lekota,Female,1986-12-22,Unemployed,289197.17,9082.27,747,385188,12,67487.49,Eastern Cape,Low
1ca430c6,9209063880089,Zinhle,Moyo,Female,1992-09-06,Self-Employed,636954.67,30639.56,372,317015,36,95650.96,Gauteng,High
b81eba58,9709049433085,Bongani,Tau,Male,1997-09-04,Unemployed,238071.33,4664.29,781,212864,48,65902.25,Eastern Cape,Low
21a6c843,6109086486080,Kabelo,Moyo,Male,1961-09-08,Self-Employed,422402.19,11395.76,682,313450,48,18355.83,Mpumalanga,Medium
94612915,9305129117089,Sipho,Ndlovu,Male,1993-05-12,Contractor,192718.66,10107.08,365,150327,36,43229.03,Western Cape,High
9a31061e,8601168341082,Tiaan,Sebele,Male,1986-01-16,Employed,532746.77,29357.85,528,123814,36,45093.07,Limpopo,Medium
8c4c4ddc,8608010040082,Busisiwe,Modise,Female,1986-08-01,Student,170384.8,2998.11,746,269992,12,47867.52,North West,Low
5071045f,9310171869080,Lerato,Moyo,Female,1993-10-17,Contractor,357345.48,6418.29,820,30866,12,140708.25,Mpumalanga,Low
2ffaa152,9003288612086,Andile,Ndlovu,Male,1990-03-28,Contractor,296214.96,12665.26,323,85681,36,23059.98,Limpopo,High
accb9d76,6608078749082,Tiaan,Cele,Male,1966-08-07,Contractor,569866.17,32461.14,359,462799,48,43063.07,North West,High
7954aa43,6910225809088,Andile,de Klerk,Male,1969-10-22,Employed,488649.31,17007.44,621,118438,24,52908.78,Limpopo,Medium
2c00bd94,0006144384081,Buhle,Lekota,Female,2000-06-14,Self-Employed,387508.67,20070.28,845,288313,36,71448.74,Gauteng,Low
7014512e,9205287854083,Jabulani,Dlamini,Male,1992-05-28,Unemployed,216365.8,8070.08,720,72254,12,132457.56,North West,Medium
ece27c74,0401011968088,Anika,van Wyk,Female,2004-01-01,Self-Employed,112981.65,4898.71,808,444673,60,44502.98,Western Cape,Low
c44f2537,6505021412084,Buhle,Mofokeng,Female,1965-05-02,Contractor,152351.07,7399.06,509,160426,60,39516.05,Eastern Cape,Medium
77362683,7805214383089,Nomvula,Lekota,Female,1978-05-21,Employed,230990.55,12258.91,371,400386,24,50784.69,Limpopo,High
1c014dac,8204165836089,Zolani,Moyo,Male,1982-04-16,Unemployed,777409.94,37536.94,757,324884,36,60222.11,Free State,Low
5a492983,7702056744083,Siyabonga,Mofokeng,Male,1977-02-05,Unemployed,463583.32,20859.44,702,439949,24,96731.91,Free State,Medium
ab2a723f,7504079033084,Bongani,Tau,Male,1975-04-07,Unemployed,380558.02,18208.79,509,464750,12,78851.98,North West,Medium
124f25af,7605208275084,Lubabalo,Zwane,Male,1976-05-20,Employed,416255.35,10982.02,624,499749,24,102184.47,Western Cape,Medium
8a800f3c,8909023258083,Mieke,Sebele,Female,1989-09-02,Student,462719.86,16801.41,559,23603,24,124953.82,Gauteng,Medium
f6749260,6301283062083,Busisiwe,Erasmus,Female,1963-01-28,Self-Employed,649177.84,30007.05,611,249783,24,93649.8,Eastern Cape,Medium
5049e692,8109163184088,Puleng,Venter,Female,1981-09-16,Employed,459688.17,26552.75,698,159075,60,65686.74,KwaZulu-Natal,Medium
102c3954,0110247184082,Johannes,de Klerk,Male,2001-10-24,Unemployed,588892.46,33363.55,634,357111,12,37760.52,Free State,Medium
ed043912,0411172474082,Buhle,Mofokeng,Female,2004-11-17,Employed,203918.11,6220.19,467,395745,36,26879.47,Limpopo,High
678c1925,7105263901086,Anika,Tau,Female,1971-05-26,Unemployed,514403.79,12579.91,636,208203,48,108020.65,Mpumalanga,Medium
e6fea425,9506187356086,Siyabonga,Pretorius,Male,1995-06-18,Student,734931.49,40614.15,436,344147,60,141533.96,Eastern Cape,High
471eaa63,8008259292087,Johannes,Pretorius,Male,1980-08-25,Contractor,487478.81,23880.45,627,88041,36,5023.46,Limpopo,Medium
bfca2c6e,0504180912088,Zanele,Khoza,Female,2005-04-18,Self-Employed,444919.05,13476.96,766,414745,24,135480.17,Mpumalanga,Low
015a0b0a,8110012677088,Keitumetse,Viljoen,Female,1981-10-01,Self-Employed,408029.65,22325.16,466,104134,48,50534.71,KwaZulu-Natal,High
e72f633b,0011153460088,Nomvula,Mabaso,Female,2000-11-15,Unemployed,243453.83,10461.33,491,453541,12,107028.26,KwaZulu-Natal,High
de48be01,7809136348080,Dawid,Gumede,Male,1978-09-13,Employed,163808.43,7963.63,307,446205,36,82686.79,Mpumalanga,High
6a1705d0,7608125811084,Thabo,van Wyk,Male,1976-08-12,Self-Employed,422136.3,22600.73,815,421784,12,52460.45,Free State,Low
ba69183c,7305013762081,Zinhle,Erasmus,Female,1973-05-01,Employed,485507.61,21814.7,682,36919,48,92424.58,Eastern Cape,Medium
17dc8312,7608094680080,Mieke,Louw,Female,1976-08-09,Self-Employed,145319.08,2710.75,616,51065,24,111679.62,Western Cape,Medium
459b607d,7404271216084,Amogelang,Zwane,Female,1974-04-27,Employed,403213.4,18472.98,707,408591,12,108609.75,Eastern Cape,Medium
a6c6ab8c,0502244192083,Buhle,de Klerk,Female,2005-02-24,Employed,295396.61,9385.92,312,46410,48,63829.69,North West,High
36cb0092,0505270507084,Zinhle,de Klerk,Female,2005-05-27,Student,527697.46,21385.95,528,399819,60,1805.45,Limpopo,Medium
a60b2567,6902047986088,Andile,Mofokeng,Male,1969-02-04,Self-Employed,412932.22,16885.18,707,459766,60,130060.54,North West,Medium
1e70b0e6,8010155969087,Siyabonga,Venter,Male,1980-10-15,Contractor,217300.21,4622.84,303,36161,48,120383.21,KwaZulu-Natal,High
4ae8ddde,8001015356084,Tiaan,Pretorius,Male,1980-01-01,Employed,376426.64,10820.94,361,205000,12,129429.53,Mpumalanga,High
420de35d,9802124587084,Liezel,Dlamini,Female,1998-02-12,Contractor,483451.36,28175.86,322,253607,48,82914.05,Eastern Cape,High
88334e1a,8108105706082,Pieter,Mokoena,Male,1981-08-10,Unemployed,677768.22,24999.18,689,359788,36,58844.43,Limpopo,Medium
e4c6167a,9706102724084,Zinhle,Mokoena,Female,1997-06-10,Student,465256.38,13615.64,825,177740,48,148283.94,KwaZulu-Natal,Low
9235eada,6605170911084,Buhle,Gumede,Female,1966-05-17,Self-Employed,394850.2,12324.0,421,54443,12,105133.4,Eastern Cape,High
51b82eea,8806041084084,Anika,Moyo,Female,1988-06-04,Self-Employed,506767.77,22079.51,644,316849,12,106146.25,Western Cape,Medium
bb111be5,0304014176083,Zinhle,Mokoena,Female,2003-04-01,Self-Employed,609710.77,20952.5,521,254999,48,113706.97,Western Cape,Medium
23ccf10d,7204060084080,Amogelang,de Klerk,Female,1972-04-06,Self-Employed,257922.08,4633.08,537,128770,60,54530.57,Mpumalanga,Medium
a7594d3e,0009082648080,Liezel,van Wyk,Female,2000-09-08,Self-Employed,376567.9,20324.1,629,434874,12,112365.44,Eastern Cape,Medium
449c120c,8007013971082,Mieke,Louw,Female,1980-07-01,Student,266727.71,8750.66,732,486229,36,17612.21,KwaZulu-Natal,Low
1359a746,8109248284088,Pieter,Pretorius,Male,1981-09-24,Self-Employed,200161.17,9593.92,539,233169,48,83787.7,North West,Medium
2c221a52,7311144907084,Lerato,Khoza,Female,1973-11-14,Contractor,650923.27,11238.79,621,334446,60,92955.9,Mpumalanga,Medium
1e074ffd,9007188880088,Kabelo,Zwane,Male,1990-07-18,Self-Employed,431855.6,9627.78,752,331879,36,29616.55,Limpopo,Low
32fbd7b4,0305248002084,Tiaan,Pretorius,Male,2003-05-24,Self-Employed,399582.82,12931.03,839,286081,36,27620.0,Mpumalanga,Low
b18eff3b,8809173201080,Buhle,Mofokeng,Female,1988-09-17,Self-Employed,388535.94,9393.53,701,494634,24,139002.8,Northern Cape,Medium
ec52f5c5,9512057296084,Jabulani,Moyo,Male,1995-12-05,Employed,516002.35,23447.37,504,400963,12,75456.76,Mpumalanga,Medium
9b9d6b12,6003158708088,Andile,Pretorius,Male,1960-03-15,Student,692533.85,19408.8,370,484705,48,19493.17,Eastern Cape,High
6d3313e2,9510140396089,Liezel,Gumede,Female,1995-10-14,Employed,361399.77,13414.57,734,301114,36,70756.22,Northern Cape,Low
fe1f4872,9206079813087,Siyabonga,Dlamini,Male,1992-06-07,Student,457625.3,9852.78,391,139122,48,25510.86,KwaZulu-Natal,High
019e74c9,7202070284083,Lerato,Mokoena,Female,1972-02-07,Self-Employed,620669.18,31895.7,578,466690,48,138201.06,KwaZulu-Natal,Medium
420b917a,7611103959088,Anika,Mabaso,Female,1976-11-10,Contractor,623880.68,14152.94,539,472349,24,56589.04,Northern Cape,Medium
d09f127e,9007252226084,Keitumetse,de Klerk,Female,1990-07-25,Student,390527.35,9359.06,379,128811,24,13015.81,North West,High
81589d12,0105031073081,Anika,Tau,Female,2001-05-03,Employed,644526.4,37003.54,662,83731,12,103379.09,Northern Cape,Medium
07248424,9410126834088,Jabulani,Ndlovu,Male,1994-10-12,Unemployed,124335.04,6423.52,817,82546,36,52611.37,Limpopo,Low
5729e062,7308162634080,Liezel,Khoza,Female,1973-08-16,Self-Employed,290969.18,10340.85,359,271241,36,60558.97,Mpumalanga,High
009ebb4e,0507226338086,Siyabonga,Lekota,Male,2005-07-22,Student,575128.48,12021.37,528,321161,24,114538.64,Limpopo,Medium
4de6e8b9,6205215663088,Dawid,Mofokeng,Male,1962-05-21,Employed,250686.67,4394.99,834,431578,36,85477.33,Gauteng,Low
95b13415,7609285854084,Thabo,Dlamini,Male,1976-09-28,Student,262386.04,15136.49,334,241276,36,71508.91,Limpopo,High
6a8010d9,6611269817081,Bongani,Cele,Male,1966-11-26,Employed,134525.51,3950.29,545,71145,60,11286.32,Eastern Cape,Medium
077efe90,9304125683085,Thabo,Mokoena,Male,1993-04-12,Employed,443735.49,10122.01,721,88577,24,59976.53,Gauteng,Low
fdf66e93,9802031995085,Puleng,Mokoena,Female,1998-02-03,Student,521850.05,21019.15,339,458487,24,70948.78,Eastern Cape,High
c011004f,8109012664082,Nomvula,Mabaso,Female,1981-09-01,Self-Employed,623695.52,30975.28,696,28957,60,108495.97,Western Cape,Medium
069df2da,8109144429080,Amogelang,Mabaso,Female,1981-09-14,Unemployed,545119.64,13529.8,632,199770,12,58300.05,North West,Medium
2d2f0049,9408255406084,Sipho,Tau,Male,1994-08-25,Student,371439.16,13137.65,836,251145,24,68623.32,Free State,Low
e6361976,6809033326082,Keitumetse,Erasmus,Female,1968-09-03,Contractor,741874.74,41831.93,332,57754,48,96277.22,KwaZulu-Natal,High
4f8f6694,9711039818088,Andile,Pretorius,Male,1997-11-03,Unemployed,687344.26,31001.11,304,488252,48,138683.93,Limpopo,High
557ada01,7809130708083,Puleng,Dlamini,Female,1978-09-13,Student,103951.22,3857.26,843,375254,24,57659.52,Limpopo,Low
b6143377,8006064760087,Amogelang,van Wyk,Female,1980-06-06,Student,584087.65,18578.75,542,12284,60,27198.55,Gauteng,Medium
37e49d9e,7606104901080,Busisiwe,Sebele,Female,1976-06-10,Self-Employed,741253.77,35599.17,569,88179,24,119625.76,Mpumalanga,Medium
c65d7757,0303169039083,Dawid,Venter,Male,2003-03-16,Contractor,481871.73,25320.96,532,103223,36,7829.68,North West,Medium
596fda80,6204120915086,Naledi,Venter,Female,1962-04-12,Employed,175736.88,10208.99,621,199474,60,31394.44,Mpumalanga,Medium
dad41e31,8705140509088,Anika,Louw,Female,1987-05-14,Student,649748.87,28886.76,686,431888,36,129207.89,Northern Cape,Medium
b2043106,6710235528082,Johannes,Mokoena,Male,1967-10-23,Unemployed,589357.02,14125.26,316,420461,24,106335.44,Mpumalanga,High
5bd4fb6f,8108046875080,Zolani,de Klerk,Male,1981-08-04,Self-Employed,482187.67,18844.43,795,13739,36,10168.58,Western Cape,Low
a4cdbaa9,8510271945086,Keitumetse,Pretorius,Female,1985-10-27,Student,373888.08,17343.69,692,212811,36,90101.53,North West,Medium
07983475,7210151469085,Buhle,Viljoen,Female,1972-10-15,Unemployed,483746.78,22757.21,517,478807,36,38775.56,Limpopo,Medium
3dc4761b,9504134456080,Mieke,Modise,Female,1995-04-13,Contractor,373700.71,19174.49,566,154460,60,149209.0,Limpopo,Medium
a42dffa9,6503143137084,Liezel,Moyo,Female,1965-03-14,Contractor,167691.42,9269.55,656,273975,12,2429.14,Gauteng,Medium
b3e9111d,9412287810084,Andile,Khoza,Male,1994-12-28,Unemployed,333965.52,16162.69,699,44501,48,86646.5,KwaZulu-Natal,Medium
d2f70029,9701122947080,Liezel,Lekota,Female,1997-01-12,Student,233863.33,10139.87,672,415414,24,127786.1,Free State,Medium
6356e6a5,0306156700085,Dawid,Viljoen,Male,2003-06-15,Unemployed,698354.88,23672.58,449,154724,60,43819.1,Limpopo,High
